trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
535,False,"{'a': 0.5, 'e': 0.004668677930525565}",20,11,17.159494092356294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.0046219911512203095}",20,16,8.887222586935597,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.004575771239708106}",20,6,13.58458867798641,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.004530013527311025}",35,27,14.764612368433179,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.004484713392037915}",20,13,15.30618454611138,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.004439866258117536}",25,18,12.039496603338375,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.004395467595536361}",30,7,36.33621880924446,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.0043515129195809965}",20,1,31.38083669523118,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.004307997790385187}",20,14,9.99530876102219,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.004264917812481335}",20,12,15.729538269894647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.004222268634356522}",20,3,26.669203079919395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.004180045948012957}",20,7,22.137632012403728,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.004138245488532827}",30,24,12.04806183953659,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.004096863033647498}",20,8,16.737117685085906,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.0040558944033110235}",25,13,23.812345463178936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.004015335459277913}",20,15,8.69219493969954,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.003975182104685134}",35,16,31.9260252805303,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.003935430283638282}",20,0,31.928729148615872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
553,False,"{'a': 0.5, 'e': 0.0038960759808018995}",20,12,15.464457494305682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.0038571152209938807}",30,11,29.958019735956384,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.0038185440687839418}",25,6,35.59569001249283,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.003780358628096102}",30,21,16.934836561887877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.0037425550418151415}",30,22,16.0190704917159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.0037051294913969897}",20,0,38.57187336918827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
559,False,"{'a': 0.5, 'e': 0.00366807819648302}",20,9,19.249261587934743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.0036313974145181895}",20,13,14.057491902442013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.003595083440373008}",20,9,24.10715277062364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.003559132605969278}",20,0,-4.676035529347388,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
563,False,"{'a': 0.5, 'e': 0.003523541279909585}",20,14,11.385035729766987,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.003488305867110489}",35,27,16.36776783293293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.003453422808439384}",25,12,24.60071088634191,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.0034188885803549903}",25,8,30.79085632265803,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.0033846996945514404}",25,0,42.09512105115408,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
568,False,"{'a': 0.5, 'e': 0.003350852697605926}",20,8,21.668581143880036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.0033173441706298664}",25,3,38.59576559033438,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.0032841707289235677}",30,20,19.882361918000598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.003251329021634332}",20,0,29.741670495579836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
572,False,"{'a': 0.5, 'e': 0.0032188157314179885}",20,14,10.267569243767337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.003186627574103809}",20,15,8.128230855914905,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.0031547612983627705}",20,11,15.981714059607556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.003123213685379143}",30,3,44.36407440966549,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.0030919815485253516}",25,6,28.96188296479172,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.003061061733040098}",20,8,19.301324072020158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.003030451115709697}",25,14,17.970976938386535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.0030001466045526}",25,15,16.95612518725745,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.002970145138507074}",25,6,29.962372351904243,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.002940443687122003}",20,0,26.267293555571616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.002911039250250783}",35,25,21.84958776464451,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.0028819288577482754}",20,6,23.422545974516314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.0028531095691707925}",20,6,25.42002175284776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.0028245784734790844}",35,13,39.30499579635479,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.0027963326887442937}",25,13,18.966566802347607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.0027683693618568506}",30,17,23.109932048703264,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.002740685668238282}",20,14,12.16381862894785,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.0027132788115558993}",20,14,11.880090694172154,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.0026861460234403403}",20,12,15.495463415465343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.002659284563205937}",25,2,31.30567833912672,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.0026326917175738774}",20,3,30.70443831714471,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.0026063648003981387}",25,0,40.09137854946252,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
594,False,"{'a': 0.5, 'e': 0.0025803011523941573}",25,7,24.74759864412806,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.0025544981408702158}",20,12,15.24590113428835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.0025289531594615135}",25,8,29.38200256051229,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.0025036636278668984}",25,3,39.30616685782627,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.0024786269915882293}",30,9,35.197849529407016,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.002453840721672347}",30,14,28.32346844270486,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.0024293023144556234}",30,15,26.633119548550788,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.0024050092913110673}",30,15,24.83329755019716,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.0023809591983979567}",25,0,42.84979138153698,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
603,False,"{'a': 0.5, 'e': 0.002357149606413977}",25,18,12.902404363230072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.002333578110349837}",30,12,28.366083158297545,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.0023102423292463386}",30,18,20.01170987303346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.0022871399059538754}",25,11,20.387769210997156,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.0022642685068943367}",20,11,14.514185919662236,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.002241625821825393}",25,15,16.883172502058464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.0022192095636071395}",30,18,21.92302240957762,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.002197017467971068}",20,16,6.610256573192129,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.002175047293291357}",25,6,32.119370377391625,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.002153296820358444}",25,14,24.089776390059725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.0021317638521548593}",20,16,7.89057184337048,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.0021104462136333105}",25,2,39.667804464873036,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.0020893417514969773}",35,19,28.57304433366259,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.0020684483339820075}",20,2,27.9809881128344,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.0020477638506421875}",20,12,15.170555709311026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.0020272862121357657}",20,15,2.0089787485996844,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.002007013350014408}",25,15,18.007644680175307,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.0019869432165142637}",30,15,8.848057793082672,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.001967073784349121}",30,18,20.88158015867243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.00194740304650563}",35,15,35.27917957886772,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.0019279290160405737}",35,13,35.94762794735133,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.001908649725880168}",20,0,27.469189984017646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
625,False,"{'a': 0.5, 'e': 0.0018895632286213661}",25,0,41.04442827573483,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
626,False,"{'a': 0.5, 'e': 0.0018706675963351526}",35,18,30.863105230708488,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.001851960920371801}",20,12,14.447025720703355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.001833441311168083}",25,0,32.39727678616099,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
629,False,"{'a': 0.5, 'e': 0.0018151068980564022}",25,6,33.30127754071707,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.001796955829075838}",25,3,33.20444371457304,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.0017789862707850797}",20,8,16.20516200833888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.001761196408077229}",20,10,17.474119610621734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.0017435844439964566}",20,9,21.78105944617692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.001726148599556492}",20,11,13.47732457987038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.001708887113560927}",20,12,15.690527499042023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.0016917982424253177}",30,12,34.73010870374408,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.0016748802600010646}",20,11,18.371717428192316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.0016581314574010539}",35,0,51.827908057245565,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
639,False,"{'a': 0.5, 'e': 0.0016415501428270432}",20,14,7.934510372646174,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.001625134641398773}",20,13,15.5114577531564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.001608883294984785}",35,19,26.3322389033966,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.0015927944620349372}",30,12,31.38057816905637,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.0015768665174145879}",20,9,21.52304202812269,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.001561097852240442}",30,19,20.150906984687758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.0015454868737180376}",30,10,31.349696988351972,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.0015300320049808573}",25,16,19.071459484076385,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.0015147316849310486}",35,9,49.122125913103,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.001499584368081738}",25,8,26.1675382320986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.0014845885244009207}",30,16,27.54599283446269,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.0014697426391569114}",25,7,34.146180851711904,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.0014550452127653423}",35,17,31.443485372121206,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.001440494760637689}",20,12,14.703159942245502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.001426089813031312}",20,6,25.98586000014582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.0014118289149009989}",30,10,38.30317844117576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.0013977106257519888}",20,0,35.64803055653742,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
656,False,"{'a': 0.5, 'e': 0.001383733519494469}",30,23,15.662673755572328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.0013698961842995242}",30,17,28.06642250442624,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.001356197222456529}",20,8,22.254159642262575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.0013426352502319636}",20,8,20.62342472851062,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.001329208897729644}",20,7,22.615817884053026,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.0013159168087523475}",20,2,26.449566969361488,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.0013027576406648242}",30,0,48.37158904062127,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.0012897300642581758}",20,0,29.967624127837727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
664,False,"{'a': 0.5, 'e': 0.001276832763615594}",20,2,31.356134154573603,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.0012640644359794382}",25,13,20.217829311250807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.0012514237916196437}",25,7,31.787172052825944,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.0012389095537034473}",20,13,15.314976373605628,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.0012265204581664128}",25,6,32.3699745572135,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.0012142552535847487}",20,11,17.78774850066422,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.0012021127010489012}",25,0,36.95231482784153,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
671,False,"{'a': 0.5, 'e': 0.0011900915740384122}",25,8,32.09982240462938,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.001178190658298028}",30,16,27.071255692612006,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.0011664087517150477}",30,19,20.61585800696129,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.0011547446641978973}",20,8,19.96808502479873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.0011431972175559183}",20,16,6.1582322400267095,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.0011317652453803591}",30,13,27.158234302431822,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.0011204475929265554}",25,11,24.49933484388386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.0011092431169972899}",30,12,35.76953113163887,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.001098150685827317}",20,10,17.849000815130477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.0010871691789690438}",20,10,16.8197186609455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.0010762974871793534}",25,11,25.796568449514922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.0010655345123075598}",20,8,24.567428586010315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.0010548791671844842}",20,9,18.312328790089786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.0010443303755126394}",20,0,25.937363271768408,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
685,False,"{'a': 0.5, 'e': 0.001033887071757513}",30,0,43.274774261519326,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.5, 'e': 0.0010235482010399377}",20,8,20.644897403664167,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.0010133127190295385}",25,9,27.81585696141688,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.001003179591839243}",25,13,22.078087591576956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.0009931477959208507}",20,8,23.705631679786638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,13,10.297636694678928,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,11,26.166952384551067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,8.764723248037102,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,23,11.11392552287797,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,16,25.729743371061577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,0,41.921892251639214,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,23,22.976390272811333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,0,39.1426548444206,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,6,28.629168285257226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,13,31.639825573720536,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,8,21.44857113619704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,4,33.34664517556217,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,23,12.794159897529397,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,14,22.38606834655058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,19,11.646209860065003,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,9,16.45988166835538,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,16,27.529789286370203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,9,38.5707352034218,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,6,28.439813178885593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,11,23.354010790383523,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
